CHROMOSOME	LENGTH	ALIGNED_READS	SAMPLE_NAME
GL000219.1	179198	14	BC07-N
GL000224.1	179693	24	BC07-N
GL000223.1	180455	22	BC07-N
GL000195.1	182896	0	BC07-N
GL000212.1	186858	6754	BC07-N
GL000222.1	186861	63	BC07-N
GL000200.1	187035	12	BC07-N
GL000193.1	189789	2	BC07-N
GL000194.1	191469	39	BC07-N
GL000225.1	211173	38	BC07-N
GL000192.1	547496	46	BC07-N
1	249250621	2748135	BC01-N
2	243199373	1796843	BC01-N
3	198022430	1725888	BC01-N
4	191154276	887590	BC01-N
5	180915260	1205707	BC01-N
6	171115067	1892914	BC01-N
7	159138663	1355615	BC01-N
8	146364022	454072	BC01-N
9	141213431	1069830	BC01-N
10	135534747	862574	BC01-N
11	135006516	1133019	BC01-N
12	133851895	1808822	BC01-N
13	115169878	856036	BC01-N
14	107349540	434296	BC01-N
15	102531392	847728	BC01-N
16	90354753	1944513	BC01-N
17	81195210	1901577	BC01-N
18	78077248	334274	BC01-N
19	59128983	1793045	BC01-N
20	63025520	678683	BC01-N
21	48129895	383055	BC01-N
22	51304566	404869	BC01-N
X	155270560	1798563	BC01-N
Y	59373566	5488	BC01-N
MT	16569	1	BC01-N
GL000207.1	4262	0	BC01-N
GL000226.1	15008	2	BC01-N
GL000229.1	19913	2	BC01-N
GL000231.1	27386	6	BC01-N
GL000210.1	27682	0	BC01-N
GL000239.1	33824	11	BC01-N
GL000235.1	34474	0	BC01-N
GL000201.1	36148	3	BC01-N
GL000247.1	36422	17	BC01-N
GL000245.1	36651	22	BC01-N
GL000197.1	37175	15	BC01-N
GL000203.1	37498	2	BC01-N
GL000246.1	38154	8	BC01-N
GL000249.1	38502	8	BC01-N
GL000196.1	38914	0	BC01-N
GL000248.1	39786	4	BC01-N
GL000244.1	39929	0	BC01-N
GL000238.1	39939	0	BC01-N
GL000202.1	40103	2	BC01-N
GL000234.1	40531	0	BC01-N
GL000232.1	40652	0	BC01-N
GL000206.1	41001	13	BC01-N
GL000240.1	41933	4	BC01-N
GL000236.1	41934	1355	BC01-N
GL000241.1	42152	4	BC01-N
GL000243.1	43341	21	BC01-N
GL000242.1	43523	6	BC01-N
GL000230.1	43691	1	BC01-N
GL000237.1	45867	4	BC01-N
GL000233.1	45941	0	BC01-N
GL000204.1	81310	22	BC01-N
GL000198.1	90085	5	BC01-N
GL000208.1	92689	25	BC01-N
GL000191.1	106433	185	BC01-N
GL000227.1	128374	924	BC01-N
GL000228.1	129120	114	BC01-N
GL000214.1	137718	21	BC01-N
GL000221.1	155397	82	BC01-N
GL000209.1	159169	2	BC01-N
GL000218.1	161147	24	BC01-N
GL000220.1	161802	26	BC01-N
GL000213.1	164239	19	BC01-N
GL000211.1	166566	14	BC01-N
GL000199.1	169874	28	BC01-N
GL000217.1	172149	54	BC01-N
GL000216.1	172294	93	BC01-N
GL000215.1	172545	14	BC01-N
GL000205.1	174588	6	BC01-N
GL000219.1	179198	14	BC01-N
GL000224.1	179693	17	BC01-N
GL000223.1	180455	38	BC01-N
GL000195.1	182896	0	BC01-N
GL000212.1	186858	7206	BC01-N
GL000222.1	186861	61	BC01-N
GL000200.1	187035	16	BC01-N
GL000193.1	189789	9	BC01-N
GL000194.1	191469	41	BC01-N
GL000225.1	211173	38	BC01-N
GL000192.1	547496	47	BC01-N
1	249250621	1759600	BC21-N
2	243199373	1532340	BC21-N
3	198022430	1348789	BC21-N
4	191154276	815487	BC21-N
5	180915260	1071347	BC21-N
6	171115067	1464805	BC21-N
7	159138663	1412938	BC21-N
8	146364022	708560	BC21-N
9	141213431	875563	BC21-N
10	135534747	705141	BC21-N
11	135006516	878118	BC21-N
12	133851895	1331528	BC21-N
13	115169878	600086	BC21-N
14	107349540	379665	BC21-N
15	102531392	611940	BC21-N
16	90354753	986561	BC21-N
17	81195210	1089453	BC21-N
18	78077248	241267	BC21-N
19	59128983	1213518	BC21-N
20	63025520	456265	BC21-N
21	48129895	356349	BC21-N
22	51304566	362906	BC21-N
X	155270560	984362	BC21-N
Y	59373566	722	BC21-N
MT	16569	2661	BC21-N
GL000207.1	4262	0	BC21-N
GL000226.1	15008	4	BC21-N
GL000229.1	19913	2	BC21-N
GL000231.1	27386	2	BC21-N
GL000210.1	27682	2	BC21-N
GL000239.1	33824	15	BC21-N
GL000235.1	34474	0	BC21-N
GL000201.1	36148	4	BC21-N
GL000247.1	36422	16	BC21-N
GL000245.1	36651	27	BC21-N
GL000197.1	37175	22	BC21-N
GL000203.1	37498	8	BC21-N
GL000246.1	38154	6	BC21-N
GL000249.1	38502	9	BC21-N
GL000196.1	38914	8	BC21-N
GL000248.1	39786	6	BC21-N
GL000244.1	39929	20	BC21-N
GL000238.1	39939	6	BC21-N
GL000202.1	40103	2	BC21-N
GL000234.1	40531	0	BC21-N
GL000232.1	40652	0	BC21-N
GL000206.1	41001	6	BC21-N
GL000240.1	41933	14	BC21-N
GL000236.1	41934	3095	BC21-N
GL000241.1	42152	4	BC21-N
GL000243.1	43341	53	BC21-N
GL000242.1	43523	6	BC21-N
GL000230.1	43691	0	BC21-N
GL000237.1	45867	9	BC21-N
GL000233.1	45941	0	BC21-N
GL000204.1	81310	20	BC21-N
GL000198.1	90085	0	BC21-N
GL000208.1	92689	44	BC21-N
GL000191.1	106433	192	BC21-N
GL000227.1	128374	1952	BC21-N
GL000228.1	129120	211	BC21-N
GL000214.1	137718	72	BC21-N
GL000221.1	155397	157	BC21-N
GL000209.1	159169	2	BC21-N
GL000218.1	161147	29	BC21-N
GL000220.1	161802	14	BC21-N
GL000213.1	164239	5	BC21-N
GL000211.1	166566	20	BC21-N
GL000199.1	169874	35	BC21-N
GL000217.1	172149	47	BC21-N
GL000216.1	172294	122	BC21-N
GL000215.1	172545	17	BC21-N
GL000205.1	174588	1	BC21-N
GL000219.1	179198	9	BC21-N
GL000224.1	179693	13	BC21-N
GL000223.1	180455	51	BC21-N
GL000195.1	182896	0	BC21-N
GL000212.1	186858	5816	BC21-N
GL000222.1	186861	92	BC21-N
GL000200.1	187035	46	BC21-N
GL000193.1	189789	17	BC21-N
GL000194.1	191469	56	BC21-N
GL000225.1	211173	22	BC21-N
GL000192.1	547496	80	BC21-N
1	249250621	2850535	BC12-N
2	243199373	1854206	BC12-N
3	198022430	1831398	BC12-N
4	191154276	882502	BC12-N
5	180915260	1254492	BC12-N
6	171115067	1877693	BC12-N
7	159138663	1426722	BC12-N
8	146364022	467945	BC12-N
9	141213431	1093548	BC12-N
10	135534747	903640	BC12-N
11	135006516	1183344	BC12-N
12	133851895	1914385	BC12-N
13	115169878	871831	BC12-N
14	107349540	429943	BC12-N
15	102531392	904251	BC12-N
16	90354753	2082597	BC12-N
17	81195210	2085508	BC12-N
18	78077248	339589	BC12-N
19	59128983	2056320	BC12-N
20	63025520	711189	BC12-N
21	48129895	409041	BC12-N
22	51304566	442104	BC12-N
X	155270560	1913631	BC12-N
Y	59373566	7431	BC12-N
MT	16569	9	BC12-N
GL000207.1	4262	0	BC12-N
GL000226.1	15008	6	BC12-N
GL000229.1	19913	3	BC12-N
GL000231.1	27386	5	BC12-N
GL000210.1	27682	2	BC12-N
GL000239.1	33824	11	BC12-N
GL000235.1	34474	0	BC12-N
GL000201.1	36148	5	BC12-N
GL000247.1	36422	7	BC12-N
GL000245.1	36651	23	BC12-N
GL000197.1	37175	6	BC12-N
GL000203.1	37498	2	BC12-N
GL000246.1	38154	10	BC12-N
GL000249.1	38502	4	BC12-N
GL000196.1	38914	0	BC12-N
GL000248.1	39786	2	BC12-N
GL000244.1	39929	8	BC12-N
GL000238.1	39939	0	BC12-N
GL000202.1	40103	0	BC12-N
GL000234.1	40531	0	BC12-N
GL000232.1	40652	0	BC12-N
GL000206.1	41001	6	BC12-N
GL000240.1	41933	7	BC12-N
GL000236.1	41934	1891	BC12-N
GL000241.1	42152	2	BC12-N
GL000243.1	43341	13	BC12-N
GL000242.1	43523	10	BC12-N
GL000230.1	43691	1	BC12-N
GL000237.1	45867	8	BC12-N
GL000233.1	45941	2	BC12-N
GL000204.1	81310	14	BC12-N
GL000198.1	90085	2	BC12-N
GL000208.1	92689	28	BC12-N
GL000191.1	106433	246	BC12-N
GL000227.1	128374	1045	BC12-N
GL000228.1	129120	147	BC12-N
GL000214.1	137718	17	BC12-N
GL000221.1	155397	66	BC12-N
GL000209.1	159169	8	BC12-N
GL000218.1	161147	27	BC12-N
GL000220.1	161802	28	BC12-N
GL000213.1	164239	12	BC12-N
GL000211.1	166566	8	BC12-N
GL000199.1	169874	41	BC12-N
GL000217.1	172149	49	BC12-N
GL000216.1	172294	88	BC12-N
GL000215.1	172545	19	BC12-N
GL000205.1	174588	0	BC12-N
GL000219.1	179198	12	BC12-N
GL000224.1	179693	7	BC12-N
GL000223.1	180455	28	BC12-N
GL000195.1	182896	2	BC12-N
GL000212.1	186858	7313	BC12-N
GL000222.1	186861	57	BC12-N
GL000200.1	187035	32	BC12-N
GL000193.1	189789	14	BC12-N
GL000194.1	191469	59	BC12-N
GL000225.1	211173	57	BC12-N
GL000192.1	547496	50	BC12-N
1	249250621	1007855	BC05-N
2	243199373	527675	BC05-N
3	198022430	529379	BC05-N
4	191154276	228266	BC05-N
5	180915260	346074	BC05-N
6	171115067	539895	BC05-N
7	159138663	408248	BC05-N
8	146364022	195847	BC05-N
9	141213431	358824	BC05-N
10	135534747	291573	BC05-N
11	135006516	373192	BC05-N
12	133851895	557016	BC05-N
13	115169878	194928	BC05-N
14	107349540	147754	BC05-N
15	102531392	277276	BC05-N
16	90354753	709825	BC05-N
17	81195210	806149	BC05-N
18	78077248	83755	BC05-N
19	59128983	801532	BC05-N
20	63025520	208479	BC05-N
21	48129895	119443	BC05-N
22	51304566	140005	BC05-N
X	155270560	528144	BC05-N
Y	59373566	7093	BC05-N
MT	16569	26	BC05-N
GL000207.1	4262	0	BC05-N
GL000226.1	15008	8	BC05-N
GL000229.1	19913	0	BC05-N
GL000231.1	27386	8	BC05-N
GL000210.1	27682	8	BC05-N
GL000239.1	33824	3	BC05-N
GL000235.1	34474	0	BC05-N
GL000201.1	36148	4	BC05-N
GL000247.1	36422	25	BC05-N
GL000245.1	36651	8	BC05-N
GL000197.1	37175	8	BC05-N
GL000203.1	37498	1	BC05-N
GL000246.1	38154	2	BC05-N
GL000249.1	38502	2	BC05-N
GL000196.1	38914	6	BC05-N
GL000248.1	39786	5	BC05-N
GL000244.1	39929	21	BC05-N
GL000238.1	39939	2	BC05-N
GL000202.1	40103	2	BC05-N
GL000234.1	40531	1	BC05-N
GL000232.1	40652	1	BC05-N
GL000206.1	41001	12	BC05-N
GL000240.1	41933	7	BC05-N
GL000236.1	41934	314	BC05-N
GL000241.1	42152	3	BC05-N
GL000243.1	43341	58	BC05-N
GL000242.1	43523	10	BC05-N
GL000230.1	43691	0	BC05-N
GL000237.1	45867	5	BC05-N
GL000233.1	45941	0	BC05-N
GL000204.1	81310	7	BC05-N
GL000198.1	90085	3	BC05-N
GL000208.1	92689	33	BC05-N
GL000191.1	106433	107	BC05-N
GL000227.1	128374	230	BC05-N
GL000228.1	129120	598	BC05-N
GL000214.1	137718	71	BC05-N
GL000221.1	155397	100	BC05-N
GL000209.1	159169	15	BC05-N
GL000218.1	161147	36	BC05-N
GL000220.1	161802	287	BC05-N
GL000213.1	164239	10	BC05-N
GL000211.1	166566	23	BC05-N
GL000199.1	169874	71	BC05-N
GL000217.1	172149	61	BC05-N
GL000216.1	172294	128	BC05-N
GL000215.1	172545	25	BC05-N
GL000205.1	174588	0	BC05-N
GL000219.1	179198	11	BC05-N
GL000224.1	179693	82	BC05-N
GL000223.1	180455	23	BC05-N
GL000195.1	182896	0	BC05-N
GL000212.1	186858	1338	BC05-N
GL000222.1	186861	266	BC05-N
GL000200.1	187035	19	BC05-N
GL000193.1	189789	4	BC05-N
GL000194.1	191469	74	BC05-N
GL000225.1	211173	52	BC05-N
GL000192.1	547496	75	BC05-N
1	249250621	2814996	BC13-N
2	243199373	1911597	BC13-N
3	198022430	1875404	BC13-N
4	191154276	927053	BC13-N
5	180915260	1296535	BC13-N
6	171115067	1972310	BC13-N
7	159138663	1470810	BC13-N
8	146364022	480891	BC13-N
9	141213431	1128984	BC13-N
10	135534747	943239	BC13-N
11	135006516	1221312	BC13-N
12	133851895	1960533	BC13-N
13	115169878	913042	BC13-N
14	107349540	445589	BC13-N
15	102531392	985667	BC13-N
16	90354753	2114041	BC13-N
17	81195210	2126348	BC13-N
18	78077248	358443	BC13-N
19	59128983	2051265	BC13-N
20	63025520	732546	BC13-N
21	48129895	421671	BC13-N
22	51304566	451570	BC13-N
X	155270560	1964379	BC13-N
Y	59373566	6596	BC13-N
MT	16569	9	BC13-N
GL000207.1	4262	0	BC13-N
GL000226.1	15008	4	BC13-N
GL000229.1	19913	0	BC13-N
GL000231.1	27386	2	BC13-N
GL000210.1	27682	6	BC13-N
GL000239.1	33824	9	BC13-N
GL000235.1	34474	0	BC13-N
GL000201.1	36148	6	BC13-N
GL000247.1	36422	14	BC13-N
GL000245.1	36651	22	BC13-N
GL000197.1	37175	4	BC13-N
GL000203.1	37498	2	BC13-N
GL000246.1	38154	4	BC13-N
GL000249.1	38502	2	BC13-N
GL000196.1	38914	9	BC13-N
GL000248.1	39786	6	BC13-N
GL000244.1	39929	4	BC13-N
GL000238.1	39939	1	BC13-N
GL000202.1	40103	0	BC13-N
GL000234.1	40531	0	BC13-N
GL000232.1	40652	0	BC13-N
GL000206.1	41001	4	BC13-N
GL000240.1	41933	9	BC13-N
GL000236.1	41934	1899	BC13-N
GL000241.1	42152	2	BC13-N
GL000243.1	43341	22	BC13-N
GL000242.1	43523	1	BC13-N
GL000230.1	43691	0	BC13-N
GL000237.1	45867	2	BC13-N
GL000233.1	45941	2	BC13-N
GL000204.1	81310	20	BC13-N
GL000198.1	90085	6	BC13-N
GL000208.1	92689	14	BC13-N
GL000191.1	106433	235	BC13-N
GL000227.1	128374	978	BC13-N
GL000228.1	129120	159	BC13-N
GL000214.1	137718	24	BC13-N
GL000221.1	155397	98	BC13-N
GL000209.1	159169	10	BC13-N
GL000218.1	161147	22	BC13-N
GL000220.1	161802	35	BC13-N
GL000213.1	164239	8	BC13-N
GL000211.1	166566	9	BC13-N
GL000199.1	169874	25	BC13-N
GL000217.1	172149	33	BC13-N
GL000216.1	172294	125	BC13-N
GL000215.1	172545	10	BC13-N
GL000205.1	174588	4	BC13-N
GL000219.1	179198	14	BC13-N
GL000224.1	179693	12	BC13-N
GL000223.1	180455	29	BC13-N
GL000195.1	182896	0	BC13-N
GL000212.1	186858	7542	BC13-N
GL000222.1	186861	41	BC13-N
GL000200.1	187035	17	BC13-N
GL000193.1	189789	9	BC13-N
GL000194.1	191469	41	BC13-N
GL000225.1	211173	40	BC13-N
GL000192.1	547496	74	BC13-N
1	249250621	1651813	BC16-N
2	243199373	1088365	BC16-N
3	198022430	1003906	BC16-N
4	191154276	594546	BC16-N
5	180915260	730821	BC16-N
6	171115067	1019742	BC16-N
7	159138663	833504	BC16-N
8	146364022	352950	BC16-N
9	141213431	633282	BC16-N
10	135534747	607714	BC16-N
11	135006516	686900	BC16-N
12	133851895	1014379	BC16-N
13	115169878	488555	BC16-N
14	107349540	271241	BC16-N
15	102531392	520553	BC16-N
16	90354753	1111812	BC16-N
17	81195210	1107885	BC16-N
18	78077248	231461	BC16-N
19	59128983	1088041	BC16-N
20	63025520	395455	BC16-N
21	48129895	234809	BC16-N
22	51304566	248493	BC16-N
X	155270560	1048185	BC16-N
Y	59373566	25791	BC16-N
MT	16569	25	BC16-N
GL000207.1	4262	0	BC16-N
GL000226.1	15008	21	BC16-N
GL000229.1	19913	17	BC16-N
GL000231.1	27386	4	BC16-N
GL000210.1	27682	1	BC16-N
GL000239.1	33824	22	BC16-N
GL000235.1	34474	9	BC16-N
GL000201.1	36148	8	BC16-N
GL000247.1	36422	50	BC16-N
GL000245.1	36651	50	BC16-N
GL000197.1	37175	8	BC16-N
GL000203.1	37498	6	BC16-N
GL000246.1	38154	4	BC16-N
GL000249.1	38502	4	BC16-N
GL000196.1	38914	2	BC16-N
GL000248.1	39786	6	BC16-N
GL000244.1	39929	30	BC16-N
GL000238.1	39939	6	BC16-N
GL000202.1	40103	6	BC16-N
GL000234.1	40531	4	BC16-N
GL000232.1	40652	0	BC16-N
GL000206.1	41001	26	BC16-N
GL000240.1	41933	6	BC16-N
GL000236.1	41934	846	BC16-N
GL000241.1	42152	8	BC16-N
GL000243.1	43341	145	BC16-N
GL000242.1	43523	10	BC16-N
GL000230.1	43691	0	BC16-N
GL000237.1	45867	19	BC16-N
GL000233.1	45941	2	BC16-N
GL000204.1	81310	16	BC16-N
GL000198.1	90085	6	BC16-N
GL000208.1	92689	72	BC16-N
GL000191.1	106433	166	BC16-N
GL000227.1	128374	431	BC16-N
GL000228.1	129120	1204	BC16-N
GL000214.1	137718	82	BC16-N
GL000221.1	155397	253	BC16-N
GL000209.1	159169	28	BC16-N
GL000218.1	161147	80	BC16-N
GL000220.1	161802	332	BC16-N
GL000213.1	164239	30	BC16-N
GL000211.1	166566	19	BC16-N
GL000199.1	169874	110	BC16-N
GL000217.1	172149	126	BC16-N
GL000216.1	172294	416	BC16-N
GL000215.1	172545	37	BC16-N
GL000205.1	174588	11	BC16-N
GL000219.1	179198	15	BC16-N
GL000224.1	179693	100	BC16-N
GL000223.1	180455	45	BC16-N
GL000195.1	182896	0	BC16-N
GL000212.1	186858	4161	BC16-N
GL000222.1	186861	451	BC16-N
GL000200.1	187035	36	BC16-N
GL000193.1	189789	22	BC16-N
GL000194.1	191469	93	BC16-N
GL000225.1	211173	156	BC16-N
GL000192.1	547496	104	BC16-N
1	249250621	2982612	BC03-N
2	243199373	1926563	BC03-N
3	198022430	1889973	BC03-N
4	191154276	921904	BC03-N
5	180915260	1301136	BC03-N
6	171115067	1971180	BC03-N
7	159138663	1463398	BC03-N
8	146364022	485059	BC03-N
9	141213431	1139110	BC03-N
10	135534747	933024	BC03-N
11	135006516	1233078	BC03-N
12	133851895	1983384	BC03-N
13	115169878	915739	BC03-N
14	107349540	461072	BC03-N
15	102531392	997273	BC03-N
16	90354753	2149945	BC03-N
17	81195210	2176077	BC03-N
18	78077248	359575	BC03-N
19	59128983	2097311	BC03-N
20	63025520	743000	BC03-N
21	48129895	416934	BC03-N
22	51304566	461568	BC03-N
X	155270560	1990948	BC03-N
Y	59373566	7046	BC03-N
MT	16569	2	BC03-N
GL000207.1	4262	0	BC03-N
GL000226.1	15008	1	BC03-N
GL000229.1	19913	2	BC03-N
GL000231.1	27386	0	BC03-N
GL000210.1	27682	10	BC03-N
GL000239.1	33824	8	BC03-N
GL000235.1	34474	0	BC03-N
GL000201.1	36148	4	BC03-N
GL000247.1	36422	8	BC03-N
GL000245.1	36651	21	BC03-N
GL000197.1	37175	12	BC03-N
GL000203.1	37498	2	BC03-N
GL000246.1	38154	4	BC03-N
GL000249.1	38502	2	BC03-N
GL000196.1	38914	2	BC03-N
GL000248.1	39786	4	BC03-N
GL000244.1	39929	2	BC03-N
GL000238.1	39939	4	BC03-N
GL000202.1	40103	0	BC03-N
GL000234.1	40531	2	BC03-N
GL000232.1	40652	0	BC03-N
GL000206.1	41001	6	BC03-N
GL000240.1	41933	8	BC03-N
GL000236.1	41934	1523	BC03-N
GL000241.1	42152	4	BC03-N
GL000243.1	43341	29	BC03-N
GL000242.1	43523	6	BC03-N
GL000230.1	43691	0	BC03-N
GL000237.1	45867	9	BC03-N
GL000233.1	45941	2	BC03-N
GL000204.1	81310	17	BC03-N
GL000198.1	90085	0	BC03-N
GL000208.1	92689	31	BC03-N
GL000191.1	106433	207	BC03-N
GL000227.1	128374	1079	BC03-N
GL000228.1	129120	124	BC03-N
GL000214.1	137718	32	BC03-N
GL000221.1	155397	96	BC03-N
GL000209.1	159169	4	BC03-N
GL000218.1	161147	22	BC03-N
GL000220.1	161802	24	BC03-N
GL000213.1	164239	8	BC03-N
GL000211.1	166566	2	BC03-N
GL000199.1	169874	28	BC03-N
GL000217.1	172149	46	BC03-N
GL000216.1	172294	146	BC03-N
GL000215.1	172545	12	BC03-N
GL000205.1	174588	2	BC03-N
GL000219.1	179198	15	BC03-N
GL000224.1	179693	15	BC03-N
GL000223.1	180455	22	BC03-N
GL000195.1	182896	0	BC03-N
GL000212.1	186858	7540	BC03-N
GL000222.1	186861	52	BC03-N
GL000200.1	187035	23	BC03-N
GL000193.1	189789	14	BC03-N
GL000194.1	191469	31	BC03-N
GL000225.1	211173	31	BC03-N
GL000192.1	547496	72	BC03-N
